"property_id","property_name","property_address","property_street","property_city","property_state","property_zip","property_website","property_owner","property_management","property_asset_grade_market","property_asset_grade_submarket","year_built","total_units","total_square_feet","status","msa","submarket_name","survey_date","last_sale_date","last_sale_price","parcel_number","levels"
"1298","Quail Ridge","4200 Trenton Dr, Bartlett, TN 38135","4200 Trenton","Bartlett","TN","38135","http://liveatquailridgeapts.com/","Heritage Properties Incorporated","Heritage Properties Incorporated","B+","B","1997",238,300356,"Stabilized","Memphis, TN-MS-AR","Cordova/Bartlett","8/5/2020","2004-07-13",NULL,"B01-48 -820",3
"1299","Post Park Mesa","5811 Mesa Dr, Austin, TX 78731","5811 Mesa","Austin","TX","78731",NULL,"Mid-America Apartment Communities","Mid-America Apartment Communities","B+","B+","1992",148,161468,"Stabilized","Austin-Round Rock, TX","Near North Austin","8/18/2020","2006-03-01",NULL,"772877",2
"13","The Tides at North Phoenix","2222 W Beardsley Rd, Phoenix, AZ 85027","2222 Beardsley","Phoenix","AZ","85027","https://www.tidesnorthphoenix.com/","Tides Equities","The Robinson Group","A-","B","1982",316,202240,"Stabilized","Phoenix-Mesa-Scottsdale, AZ","Deer Valley","8/5/2020","2019-01-02",NULL,"209-18-004-A",3
"130","Westchester Townhomes","27652 Westchester Pkwy, Westlake, OH 44145","27652 Westchester","Westlake","OH","44145","https://www.westchestertownhomes.com/","The Solomon Organization LLC","The Solomon Organization LLC","B","B+","1989",136,136000,"Stabilized","Cleveland-Elyria, OH","Westlake/North Olmsted/Lorain County","8/4/2020",NULL,NULL,"212-03-004",2
"1301","Stonebridge Crossing","9135 Morning Ridge Rd, Cordova, TN 38016","9135 Morning Ridge","Cordova","TN","38016","https://www.stonebridgecrossingapts.com/","Independence Realty Trust","Independence Realty Trust","A-","A-","1996",500,451000,"Stabilized","Memphis, TN-MS-AR","Cordova/Bartlett","8/18/2020",NULL,NULL,"",3
"1302","The Boulevard at Town Lake","2600 Lake Austin Blvd, Austin, TX 78703","2600 Lake Austin","Austin","TX","78703","http://www.theboulevardattownlake.com/","Deutsche Asset Management","Greystar","A+","B-","1996",256,239360,"Stabilized","Austin-Round Rock, TX","Downtown/University","8/19/2020","1996-01-01",NULL,"109580",3
"1303","Arium Vinings Station","4695 N Church Ln, Atlanta, GA 30339","4695 Church","Atlanta","GA","30339","http://www.ariumviningsstation.com/luxury-apartments/atlanta/ga","Invesco","RE Carroll Management","A-","B","1997",315,343665,"Stabilized","Atlanta-Sandy Springs-Roswell, GA","Vinings","8/18/2020","2016-10-12",NULL,"17-0834-0-013-0",3
"1304","Sync at Vinings","2158 Cumberland Pkwy SE, Atlanta, GA 30339","2158 Cumberland","Atlanta","GA","30339","https://www.syncatvinings.com/","Sun Holdings Group","SYNC Residential","B+","B-","1997",310,364870,"Stabilized","Atlanta-Sandy Springs-Roswell, GA","Vinings","8/6/2020","2016-09-15",NULL,"17-0818-0-002-0",3
"1305","Parc at Wall Street","11700 Wall St, San Antonio, TX 78230","11700 Wall","San","TX","78230","http://www.parcatwallstreetapts.com/","RB Associates, LLC","Greystar","B+","A-","1995",232,220168,"Stabilized","San Antonio-New Braunfels, TX","Northwest San Antonio","8/18/2020",NULL,NULL,"",3
"1306","Lakes at Indian Creek","751 N Indian Creek Dr, Clarkston, GA 30021","751 Indian Creek","Clarkston","GA","30021","https://www.livewelllakesindiancreek.com/","EB Real Estate Group","Hammond Residential Real Estate","C","C","1974",603,551745,"Stabilized","Atlanta-Sandy Springs-Roswell, GA","Clarkston/Tucker","8/6/2020","2018-03-22",NULL,"18-067-02-018",2
"1307","Gables Metropolitan Uptown","3300 Sage Rd, Houston, TX 77056","3300 Sage","Houston","TX","77056","http://gables.com/find/apartment/161-gables-metropolitan-uptown-houston-tx","Gables Residential","Gables Residential","A-","B+","1995",318,289698,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Galleria/Uptown","8/18/2020","2020-03-31",NULL,"045-029-000-0159",3
"1309","Marquis On Pin Oak","4848 Pin Oak Park, Houston, TX 77081","4848 Pin Oak","Houston","TX","77081","https://www.cwsapartments.com/apartments/tx/houston/marquis-pin-oak/","CWS Capital Partners LLC","CWS Capital Partners LLC","B-","A-","1991",474,524718,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Gulfton/Westbury","8/28/2020",NULL,NULL,"117-306-000-0001",3
"131","Williamsburg Townhomes","6636 Deerfield Dr, Northfield, OH 44067","6636 Deerfield","Northfield","OH","44067","https://www.williamsburgtownhomeapts.com/","Brookfield Asset Management","The Solomon Organization LLC","A+","A+","1990",260,242060,"Stabilized","Akron, OH","North Summit County","8/5/2020",NULL,NULL,"45-02611",2
"1310","Foundations at Rivercrest I","1700 Rivercrest Dr, Sugar Land, TX 77478","1700 Rivercrest","Sugar","TX","77478","https://www.foundationsapts.com/","Starwood Capital Group","Highmark Residential","B","B","1982",140,118300,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Sugar Land/Stafford","8/11/2020","2016-08-24",NULL,"6450-00-000-0010-907",3
"1311","Gables Morningside","550 Rock Springs Court NE, Atlanta, GA 30306","550 Rock Springs","Atlanta","GA","30306","https://www.gables.com/communities/georgia/atlanta/gables-morningside/","Gables Residential","Gables Residential","B+","C+","1986",110,109890,"Stabilized","Atlanta-Sandy Springs-Roswell, GA","Northeast Atlanta","8/28/2020",NULL,NULL,"",3
"1312","Roswell Village I","100 Hemingway Ln, Roswell, GA 30075","100 Hemingway","Roswell","GA","30075","http://www.liveatroswellvillage.com/","Strata Equity Group","Pinnacle","B-","B","1995",384,427776,"Stabilized","Atlanta-Sandy Springs-Roswell, GA","Roswell","8/18/2020","2015-03-24",NULL,"12-2210-0528-011",3
"1313","Roswell Village II","100 Hemingway Ln, Roswell, GA 30075","100 Hemingway","Roswell","GA","30075","http://www.liveatroswellvillage.com/","Strata Equity Group","Pinnacle","B-","B-","1997",284,334836,"Stabilized","Atlanta-Sandy Springs-Roswell, GA","Roswell","8/18/2020","2015-03-24",NULL,"12-2210-0528-011",3
"1314","1000 Spalding","1000 Spalding Dr, Atlanta, GA 30350","1000 Spalding","Atlanta","GA","30350","https://www.liveat1000spalding.com/?utm_source=GoogleLocalListing&utm_medium=organic","Eagle Property Capital","Greystar","B+","B","1995",252,249480,"Stabilized","Atlanta-Sandy Springs-Roswell, GA","Sandy Springs","8/18/2020","2015-09-24",NULL,"17-0022-LL-058-7",4
"1315","Arcadia at Westheimer","2503 Panagard Dr, Houston, TX 77082","2503 Panagard","Houston","TX","77082","http://www.arcadiaatwestheimer.com/","GPI Investment","GPI Real Estate Management","C+","C+","1978",412,371212,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Far West Houston","8/7/2020","2014-09-19",NULL,"113-150-000-0004",2
"1316","Wildwood Ridge","1000 Shadowood Pkwy, Atlanta, GA 30339","1000 Shadowood","Atlanta","GA","30339","http://www.wildwood-ridge.com/","Chartwell Holdings","Chartwell Holdings","B","C+","1999",544,617984,"Stabilized","Atlanta-Sandy Springs-Roswell, GA","Vinings","8/5/2020","2014-10-29",NULL,"17-1009-0-005-0",3
"1317","The Arbors","100 Arbor Cir, Tucker, GA 30084","100 Arbor","Tucker","GA","30084","http://thearborsaptstucker.bettercmspro.com/en/","TerraCap Management LLC","Strategic Management Partners","B-","B+","1987",140,133560,"Stabilized","Atlanta-Sandy Springs-Roswell, GA","Clarkston/Tucker","8/5/2020","2019-12-17",NULL,"18-256-06-050",3
"1318","The Crossings at Holcomb Bridge","100 Creekside Way, Roswell, GA 30076","100 Creekside","Roswell","GA","30076","http://www.thecrossingsathb.com/","TerraCap Management LLC","First Communities","B-","C+","1986",268,247900,"Stabilized","Atlanta-Sandy Springs-Roswell, GA","Roswell","8/4/2020",NULL,NULL,"12-2290-0539-071",3
"1319","The Crossings Apartments","875 Franklin Gateway SE, Marietta, GA 30067","875 Franklin","Marietta","GA","30067","http://www.thecrossingslife.com/","TerraCap Management LLC","First Communities","B-","B-","1983",380,378100,"Stabilized","Atlanta-Sandy Springs-Roswell, GA","Southeast Marietta","8/3/2020",NULL,NULL,"",3
"132","Willoughby Hills Towers I","27400 Chardon Rd, Willoughby Hills, OH 44092","27400 Chardon","Willoughby","OH","44092","http://www.willoughbyhillstowers.com/","K&D Properties","K&D Properties","C","C+","1972",362,351864,"Stabilized","Cleveland-Elyria, OH","Lake County","8/11/2020","2006-05-15",NULL,"31-A-008-C-00-048-0",12
"1320","The Knolls Apartments","1675 Roswell Rd, Marietta, GA 30062","1675 Roswell","Marietta","GA","30062","http://www.theknollslife.com/","TerraCap Management LLC","First Communities","B-","C+","1984",312,311064,"Stabilized","Atlanta-Sandy Springs-Roswell, GA","Northeast Cobb/Woodstock","8/3/2020","2017-09-29",NULL,"16-1169-0-025-0",3
"1321","Gables Mill","100 Akers Ridge Dr SE, Atlanta, GA 30339","100 Akers Ridge","Atlanta","GA","30339","http://www.gables.com/mill","Gables Residential","Gables Residential","B+","B-","1988",438,406464,"Stabilized","Atlanta-Sandy Springs-Roswell, GA","Vinings","8/18/2020",NULL,NULL,"",3
"1322","1600 East Avenue","1600 East Ave, Rochester, NY 14610","1600 East","Rochester","NY","14610","http://www.1600eastavenue.com/","TRI CITY RENTALS","TRI CITY RENTALS","A+","A+","1956",164,125952,"Stabilized","Rochester, NY","Rochester/Irondequoit","8/4/2020","1997-12-08",NULL,"261400-122-480-0001-001-000-0000",11
"1323","1600 Elmwood","1600 Elmwood Ave, Rochester, NY 14620","1600 Elmwood","Rochester","NY","14620","https://www.1600elmwoodavenue.com/","TRI CITY RENTALS","TRI CITY RENTALS","A","B+","1959",210,186900,"Stabilized","Rochester, NY","Rochester/Irondequoit","8/5/2020",NULL,NULL,"262000-136-110-0002-040-100",3
"1324","Brook Hill Village","18 Brook Hill Ln, Rochester, NY 14625","18 Brook Hill","Rochester","NY","14625","https://www.brookhillvillageapts.com/","TRI CITY RENTALS","TRI CITY RENTALS","B","B","1972",192,193536,"Stabilized","Rochester, NY","East Monroe County/Wayne County","8/4/2020",NULL,NULL,"",3
"1325","Candlewood Gardens","34 Candlewood Gdns, Baldwinsville, NY 13027","34 Candlewood","Baldwinsville","NY","13027","http://www.candlewoodgardens.com/","Privately Owned","Privately Managed","D","D","1967",126,119448,"Stabilized","Syracuse, NY","North Syracuse","8/5/2020",NULL,NULL,"",3
"1326","Canterbury Square","2127 N Lovington Dr, Troy, MI 48083","2127 Lovington","Troy","MI","48083","https://www.beaconmanagement.com/property/canterbury-square/","THE LIGHTSTONE GROUP","Beacon Management","A-","B","1967",335,286425,"Stabilized","Detroit-Warren-Dearborn, MI","Troy/Rochester Hills","8/3/2020","1997-11-05",NULL,"20-36-100-054",2
"1327","Carriage Hill & Woodhill Fletcher","214 Woodhills Dr, Goshen, NY 10924","214 Woodhills","Goshen","NY","10924","https://www.bottiniproperties.com/carriage-hill","Bottini Properties","Bottini Properties","C-","C","1970",188,169952,"Stabilized","New York-White Plains, NY","New York Northern Suburbs","8/5/2020","2007-12-14",NULL,"333001-113-000-0001-002.000-0000",2
"1328","Charter Square","2860 Charter Blvd, Troy, MI 48083","2860 Charter","Troy","MI","48083","http://www.beaconmanagement.com/property/charter-square-apartments","THE LIGHTSTONE GROUP","Beacon Management","B+","B","1973",494,453986,"Stabilized","Detroit-Warren-Dearborn, MI","Troy/Rochester Hills","8/5/2020","1997-11-05",NULL,"20-27-201-001",2
"1329","Chesterfield Apartment Homes","1338 Veterans Hwy, Levittown, PA 19056","1338 Veterans","Levittown","PA","19056","http://www.chesterfieldpa.com/","Morgan Properties","Morgan Properties","B+","A+","1973",247,182780,"Stabilized","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Bucks County","8/4/2020",NULL,NULL,"",3
"133","Wyndemere","89 Wyndemere Dr, Franklin, OH 45005","89 Wyndemere","Franklin","OH","45005","http://www.wyndemereapt.net/index.aspx","BRG Realty Group LLC","BRG Realty Group LLC","B-","C+","1993",127,110236,"Stabilized","Cincinnati, OH-KY-IN","Northeast Cincinnati/Warren County","8/7/2020",NULL,NULL,"04-31-230-001-0",2
"1330","Cloverleaf Village","3 Marhoefer Dr, Pittsburgh, PA 15236","3 Marhoefer","Pittsburgh","PA","15236","http://www.cloverleafvillage.com/","Centura Capital Real Estate","PGIM Real Estate","C+","B-","1957",147,107898,"Stabilized","Pittsburgh, PA","South Pittsburgh","8/4/2020",NULL,NULL,"",2
"1332","Cornwall Park","17 Brewster Rd, Cornwall, NY 12518","17 Brewster","Cornwall","NY","12518","https://www.cornwallparktownhouses.com/","Morgan Investments","Privately Managed","C-","C+","1962",75,99000,"Stabilized","New York-White Plains, NY","New York Northern Suburbs","8/6/2020","2016-10-31",NULL,"332489-012-000-0001-018.100-0000",2
"1333","Curren Terrace","1011 New Hope St, Norristown, PA 19401","1011 New Hope","Norristown","PA","19401","https://www.morgan-properties.com/apartments/pa/norristown/curren-terrace/","Morgan Properties","MORE Management","B","B-","1971",318,258852,"Stabilized","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Norristown/Upper Merion/Lower Merion","8/4/2020","2012-10-08",NULL,"13-00-27044-006",3
"1334","Emerson Square","427 Emerson Dr, Amherst, NY 14226","427 Emerson","Amherst","NY","14226","https://www.emersonsquareapts.com/","TRI CITY RENTALS","TRI CITY RENTALS","A+","A-","1969",96,54720,"Stabilized","Buffalo-Cheektowaga-Niagara Falls, NY","Amherst","8/6/2020",NULL,NULL,"142289-067-060-0003-004-000",2
"1335","Executive House","150 Oakland Ave, Lansdale, PA 19446","150 Oakland","Lansdale","PA","19446","https://www.liveatexechouse.com/","Empire Realty Investments Inc","The Michaels Organization","B-","C","1965",99,69696,"Stabilized","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","North Montgomery County","8/5/2020","2007-08-16",NULL,"11-00-11832-001",3
"1336","Fairview Heights","100 Fairview Sq, Ithaca, NY 14850","100 Fairview","Ithaca","NY","14850","http://www.dawnhomes.com/fairview/","Dawn Homes Management","Dawn Homes Management","","","1958",210,119490,NULL,"Ithaca, NY","","6/14/2019",NULL,NULL,NULL,NULL
"1337","Reserve Pointe","190 Parrish St, Canandaigua, NY 14424","190 Parrish","Canandaigua","NY","14424","https://reservepointe.com/","Morgan Properties","MORE Management","","","1972",153,138771,"Rehab","Rochester, NY","Ontario/Livingston Counties","8/3/2020","2002-04-04",NULL,"320200-083-020-0001-007-000",3
"1338","Fordham Green","5600 Fordham Cir, Canton, MI 48187","5600 Fordham","Canton","MI","48187","https://www.beaconmanagement.com/property/fordham-green/","THE LIGHTSTONE GROUP","Beacon Management","A+","A+","1963",146,118406,"Stabilized","Detroit-Warren-Dearborn, MI","Westland/Canton/Livonia","8/5/2020","1995-02-15",NULL,"71-043-99-0002-704",2
"1339","Garden Village","70 Garden Village Dr, Cheektowaga, NY 14227","70 Garden Village","Cheektowaga","NY","14227","https://www.glendalecommunities.com/properties/garden-village/","Glendale RSG","Glendale RSG","C+","B-","1969",321,282801,"Stabilized","Buffalo-Cheektowaga-Niagara Falls, NY","Cheektowaga/Southtowns","8/6/2020","2014-04-22",NULL,"143089-124-020-0002-009-000",2
"134","Capri on Camelback","5115 N 40th St, Phoenix, AZ 85018","5115 40th","Phoenix","AZ","85018","http://www.capricamelback.com/","Teachers Insurance & Annuity Association CREF","Pinnacle","","","1970",556,373076,"Rehab","Phoenix-Mesa-Scottsdale, AZ","East Phoenix","8/5/2020","2000-10-04",NULL,"171-10-018-A",4
"1340","Glen Manor Apartments","200 Karen Cir, Glenolden, PA 19036","200 Karen","Glenolden","PA","19036","https://www.glenmanorapartments.com/","The Silverman Group","The Silverman Group","B","A-","1976",180,125280,"Stabilized","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Delaware County","8/7/2020","2018-05-18",NULL,"21-00-01159-00",3
"1342","Greentrees","19880 Fort St, Riverview, MI 48193","19880 Fort","Riverview","MI","48193","https://www.beaconmanagement.com/property/greentrees-apartments/","THE LIGHTSTONE GROUP","Beacon Management","B","A-","1970",288,250272,"Stabilized","Detroit-Warren-Dearborn, MI","South Wayne County","8/7/2020",NULL,NULL,"51-016-01-0199-000",2
"1343","Hamlet Court","86 Hamlet Ct, Rochester, NY 14624","86 Hamlet","Rochester","NY","14624",NULL,"Privately Owned","Hawk Eye Management Inc.","B-","C+","1972",98,76342,"Stabilized","Rochester, NY","South Monroe County","8/3/2020",NULL,NULL,"",1
"1344","Village Square","422 Main St, Harleysville, PA 19438","422 Main","Harleysville","PA","19438","https://www.frginc.com/apartment/village-square/","Friedman Realty Group Inc","Friedman Realty Group Inc","B","B+","1973",128,101760,"Stabilized","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","North Montgomery County","8/4/2020","2015-09-18",NULL,"50-00-02086-006",2
"1345","Harborside Manor","24 Town Garden Dr, Liverpool, NY 13088","24 Town Garden","Liverpool","NY","13088","http://dawnhomes.com/harborside-manor/","Dawn Homes Management","Dawn Homes Management","A","A+","1973",281,201477,"Stabilized","Syracuse, NY","North Syracuse","8/11/2020",NULL,NULL,"",3
"1346","Hill Court South","580 E Ridge Rd, Rochester, NY 14621","580 Ridge","Rochester","NY","14621","http://www.barringtonresidential.com/barrington_hillcourt_apartments.html","Barrington Residential","Barrington Residential","C+","C+","1963",185,158915,"Stabilized","Rochester, NY","Rochester/Irondequoit","8/4/2020","2011-07-22",NULL,"263400-091-060-0003-021-000",2
"1347","Ivy Ridge","2057 Hudson Ave, Rochester, NY 14617","2057 Hudson","Rochester","NY","14617","http://barringtonresidential.com/barrington_ivyridge_apartments.html","Barrington Residential","Barrington Residential","B-","C+","1972",135,113805,"Stabilized","Rochester, NY","Rochester/Irondequoit","8/4/2020","2012-05-01",NULL,"263400-076-180-0002-039-000",2
"1349","Idylwood Resort","101 Slate Creek Dr, Cheektowaga, NY 14227","101 Slate Creek","Cheektowaga","NY","14227","https://www.morgan-properties.com/apartments/ny/cheektowaga/idylwood-resort-apartments/?utm_source=GMB&utm_medium=organic","Morgan Properties","MORE Management","B","A","1968",720,532800,"Stabilized","Buffalo-Cheektowaga-Niagara Falls, NY","Cheektowaga/Southtowns","8/4/2020","1995-09-13",NULL,"143089-125-060-0013-018-000",3
"135","CP Waterfront","451 Constellation Blvd, League City, TX 77573","451 Constellation","League","TX","77573","https://www.cpwaterfront.com/","Kairos Investment Management","Greystar","B","B-","1990",264,206976,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Clear Lake","8/18/2020","2016-11-14",NULL,"4507-0010-0000-001",2
"1350","Karen Court","101 W Baltimore Ave, Lansdowne, PA 19050","101 Baltimore","Lansdowne","PA","19050","https://woodwardproperties.com/apartments/karen-court/","WOODWARD PROPERTIES.","Woodward Properties","C","C-","1964",49,46893,"Stabilized","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Delaware County","8/4/2020","2010-12-22",NULL,"23-00-00303-00",3
"1351","Kingsley","34800 Moravian Dr, Sterling Heights, MI 48312","34800 Moravian","Sterling","MI","48312","https://www.beaconmanagement.com/property/kingsley-apartments/","THE LIGHTSTONE GROUP","Beacon Management","A-","A","1969",328,285032,"Stabilized","Detroit-Warren-Dearborn, MI","Sterling Heights/Shelby Township","8/5/2020",NULL,NULL,"10-10-36-127-009",2
